farm,column_name,column_type,unit,description,is_metadata,is_sensor,is_counter,is_angle,recognized_by_rai,matched_canonical,rejection_reason
Wind Farm B,sensor_38_std,temperature,�C,Gearbox oil inlet temperature,False,True,False,False,False,,lost_to_higher_scoring_column_for_gearbox_oil_temp_c
Wind Farm B,sensor_39_avg,temperature,�C,Gearbox oil tank temperature,False,True,False,False,False,,lost_to_higher_scoring_column_for_gearbox_oil_temp_c
Wind Farm B,sensor_39_max,temperature,�C,Gearbox oil tank temperature,False,True,False,False,False,,lost_to_higher_scoring_column_for_gearbox_oil_temp_c
Wind Farm B,sensor_39_min,temperature,�C,Gearbox oil tank temperature,False,True,False,False,False,,lost_to_higher_scoring_column_for_gearbox_oil_temp_c
Wind Farm B,sensor_39_std,temperature,�C,Gearbox oil tank temperature,False,True,False,False,False,,lost_to_higher_scoring_column_for_gearbox_oil_temp_c
Wind Farm B,sensor_40_avg,temperature,�C,Transformator core temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_40_max,temperature,�C,Transformator core temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_40_min,temperature,�C,Transformator core temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_40_std,temperature,�C,Transformator core temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_41_avg,temperature,�C,Transformer L1 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_41_max,temperature,�C,Transformer L1 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_41_min,temperature,�C,Transformer L1 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_41_std,temperature,�C,Transformer L1 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_42_avg,temperature,�C,Transformer L1 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_42_max,temperature,�C,Transformer L1 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_42_min,temperature,�C,Transformer L1 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_42_std,temperature,�C,Transformer L1 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_43_avg,temperature,�C,Transformer L2 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_43_max,temperature,�C,Transformer L2 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_43_min,temperature,�C,Transformer L2 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_43_std,temperature,�C,Transformer L2 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_44_avg,temperature,�C,Transformer L2 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_44_max,temperature,�C,Transformer L2 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_44_min,temperature,�C,Transformer L2 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_44_std,temperature,�C,Transformer L2 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_45_avg,temperature,�C,Transformer L3 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_45_max,temperature,�C,Transformer L3 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_45_min,temperature,�C,Transformer L3 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_45_std,temperature,�C,Transformer L3 (mid-voltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_46_avg,temperature,�C,Transformer L3 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_46_max,temperature,�C,Transformer L3 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_46_min,temperature,�C,Transformer L3 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_46_std,temperature,�C,Transformer L3 (undervoltage) temperature ,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_47_avg,temperature,�C,Transformer cell temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_47_max,temperature,�C,Transformer cell temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_47_min,temperature,�C,Transformer cell temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_47_std,temperature,�C,Transformer cell temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_48_avg,temperature,�C,Motor temperature axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_48_max,temperature,�C,Motor temperature axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_48_min,temperature,�C,Motor temperature axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_48_std,temperature,�C,Motor temperature axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_49_avg,temperature,�C,Motor temperature axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_49_max,temperature,�C,Motor temperature axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_49_min,temperature,�C,Motor temperature axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_49_std,temperature,�C,Motor temperature axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_50_avg,temperature,�C,Motor temperature axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_50_max,temperature,�C,Motor temperature axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_50_min,temperature,�C,Motor temperature axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_50_std,temperature,�C,Motor temperature axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_51_avg,temperature,�C,Rotor bearing temperature 1,False,True,False,False,True,main_bearing_temp_c,n/a
Wind Farm B,sensor_51_max,temperature,�C,Rotor bearing temperature 1,False,True,False,False,False,,lost_to_higher_scoring_column_for_main_bearing_temp_c
Wind Farm B,sensor_51_min,temperature,�C,Rotor bearing temperature 1,False,True,False,False,False,,lost_to_higher_scoring_column_for_main_bearing_temp_c
Wind Farm B,sensor_51_std,temperature,�C,Rotor bearing temperature 1,False,True,False,False,False,,lost_to_higher_scoring_column_for_main_bearing_temp_c
Wind Farm B,sensor_52_avg,temperature,�C,Rotor bearing temperature 2,False,True,False,False,False,,lost_to_higher_scoring_column_for_main_bearing_temp_c
Wind Farm B,sensor_52_max,temperature,�C,Rotor bearing temperature 2,False,True,False,False,False,,lost_to_higher_scoring_column_for_main_bearing_temp_c
Wind Farm B,sensor_52_min,temperature,�C,Rotor bearing temperature 2,False,True,False,False,False,,lost_to_higher_scoring_column_for_main_bearing_temp_c
Wind Farm B,sensor_52_std,temperature,�C,Rotor bearing temperature 2,False,True,False,False,False,,lost_to_higher_scoring_column_for_main_bearing_temp_c
Wind Farm B,sensor_53_avg,temperature,�C,Slip ring temperature Generator,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_53_max,temperature,�C,Slip ring temperature Generator,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_53_min,temperature,�C,Slip ring temperature Generator,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_53_std,temperature,�C,Slip ring temperature Generator,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_54_avg,mechanical,mG,Drive train vibration axis Z,False,True,False,False,True,drivetrain_vibration_mms,n/a
Wind Farm B,sensor_54_max,mechanical,mG,Drive train vibration axis Z,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_54_min,mechanical,mG,Drive train vibration axis Z,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_54_std,mechanical,mG,Drive train vibration axis Z,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_55_avg,mechanical,mG,Tower vibration axis X,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_55_max,mechanical,mG,Tower vibration axis X,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_55_min,mechanical,mG,Tower vibration axis X,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_55_std,mechanical,mG,Tower vibration axis X,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_56_avg,mechanical,mG,Tower vibration axis Y,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_56_max,mechanical,mG,Tower vibration axis Y,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_56_min,mechanical,mG,Tower vibration axis Y,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_56_std,mechanical,mG,Tower vibration axis Y,False,True,False,False,False,,lost_to_higher_scoring_column_for_drivetrain_vibration_mms
Wind Farm B,sensor_57_avg,other_sensor,Nm,Inverter torque,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_57_max,other_sensor,Nm,Inverter torque,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_57_min,other_sensor,Nm,Inverter torque,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_57_std,other_sensor,Nm,Inverter torque,False,True,False,False,False,,no_canonical_slot
Wind Farm B,power_58_avg,power,kW,Available power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,power_58_max,power,kW,Available power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,power_58_min,power,kW,Available power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,power_58_std,power,kW,Available power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,wind_speed_59_avg,wind,m/s,Wind speed 1,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,wind_speed_59_max,wind,m/s,Wind speed 1,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,wind_speed_59_min,wind,m/s,Wind speed 1,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,wind_speed_59_std,wind,m/s,Wind speed 1,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,wind_speed_60_avg,wind,m/s,Wind speed 2,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,wind_speed_60_max,wind,m/s,Wind speed 2,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,wind_speed_60_min,wind,m/s,Wind speed 2,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,wind_speed_60_std,wind,m/s,Wind speed 2,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,wind_speed_61_avg,wind,m/s,Wind speed,False,True,False,False,True,wind_speed_ms,n/a
Wind Farm B,wind_speed_61_max,wind,m/s,Wind speed,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,wind_speed_61_min,wind,m/s,Wind speed,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,wind_speed_61_std,wind,m/s,Wind speed,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,power_62_avg,power,kW,Active power,False,True,False,False,True,power_kw,n/a
Wind Farm B,power_62_max,power,kW,Active power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm B,power_62_min,power,kW,Active power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm B,power_62_std,power,kW,Active power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,time_stamp,metadata,,,True,False,False,False,True,ts,n/a
Wind Farm C,asset_id,metadata,,,True,False,False,False,True,asset_id,n/a
Wind Farm C,id,metadata,,,True,False,False,False,False,,metadata
Wind Farm C,train_test,metadata,,,True,False,False,False,False,,metadata
Wind Farm C,status_type_id,metadata,,,True,False,False,False,True,status_code,n/a
Wind Farm C,sensor_0_avg,other_sensor,A,"ABB-LS Input K1, IL1",False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_0_max,other_sensor,A,"ABB-LS Input K1, IL1",False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_0_min,other_sensor,A,"ABB-LS Input K1, IL1",False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_0_std,other_sensor,A,"ABB-LS Input K1, IL1",False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_1_avg,mechanical,rpm/s,Generator acceleration,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_1_max,mechanical,rpm/s,Generator acceleration,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_1_min,mechanical,rpm/s,Generator acceleration,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_1_std,mechanical,rpm/s,Generator acceleration,False,True,False,False,False,,no_canonical_slot
Wind Farm C,power_2_avg,power,kW,ABB-LS Active Power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_2_max,power,kW,ABB-LS Active Power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_2_min,power,kW,ABB-LS Active Power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_2_std,power,kW,ABB-LS Active Power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,sensor_3_avg,power,%,Active power aeration motor A,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,sensor_3_max,power,%,Active power aeration motor A,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,sensor_3_min,power,%,Active power aeration motor A,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,sensor_3_std,power,%,Active power aeration motor A,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,sensor_4_avg,power,%,Active power aeration motor B,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,sensor_4_max,power,%,Active power aeration motor B,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,sensor_4_min,power,%,Active power aeration motor B,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,sensor_4_std,power,%,Active power aeration motor B,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_5_avg,power,kW,Active power grid side converter,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_5_max,power,kW,Active power grid side converter,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_5_min,power,kW,Active power grid side converter,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_5_std,power,kW,Active power grid side converter,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_6_avg,power,kW,Active power HV grid,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_6_max,power,kW,Active power HV grid,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_6_min,power,kW,Active power HV grid,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_6_std,power,kW,Active power HV grid,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,sensor_7_avg,temperature,Celsius,Ambient temperature,False,True,False,False,True,ambient_temp_c,n/a
Wind Farm C,sensor_7_max,temperature,Celsius,Ambient temperature,False,True,False,False,False,,lost_to_higher_scoring_column_for_ambient_temp_c
Wind Farm C,sensor_7_min,temperature,Celsius,Ambient temperature,False,True,False,False,False,,lost_to_higher_scoring_column_for_ambient_temp_c
Wind Farm C,sensor_7_std,temperature,Celsius,Ambient temperature,False,True,False,False,False,,lost_to_higher_scoring_column_for_ambient_temp_c
Wind Farm C,sensor_8_avg,mechanical,rad/s,Generator angle speed,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_8_max,mechanical,rad/s,Generator angle speed,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_8_min,mechanical,rad/s,Generator angle speed,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_8_std,mechanical,rad/s,Generator angle speed,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_9_avg,other_sensor,A,Battery charge 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_9_max,other_sensor,A,Battery charge 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_9_min,other_sensor,A,Battery charge 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_9_std,other_sensor,A,Battery charge 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_10_avg,other_sensor,A,Battery charge 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_10_max,other_sensor,A,Battery charge 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_10_min,other_sensor,A,Battery charge 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_10_std,other_sensor,A,Battery charge 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_11_avg,other_sensor,A,Battery charge 3,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_11_max,other_sensor,A,Battery charge 3,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_11_min,other_sensor,A,Battery charge 3,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_11_std,other_sensor,A,Battery charge 3,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_12_avg,electrical,A,Battery discharge current axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_12_max,electrical,A,Battery discharge current axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_12_min,electrical,A,Battery discharge current axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_12_std,electrical,A,Battery discharge current axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_13_avg,electrical,A,Battery discharge current axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_13_max,electrical,A,Battery discharge current axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_13_min,electrical,A,Battery discharge current axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_13_std,electrical,A,Battery discharge current axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_14_avg,electrical,A,Battery discharge current axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_14_max,electrical,A,Battery discharge current axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_14_min,electrical,A,Battery discharge current axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_14_std,electrical,A,Battery discharge current axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_15_avg,temperature,Celsius,Board temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_15_max,temperature,Celsius,Board temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_15_min,temperature,Celsius,Board temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_15_std,temperature,Celsius,Board temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_16_avg,angle,deg,Compensation angle I/U converter,False,True,False,True,False,,no_canonical_slot
Wind Farm C,sensor_16_max,angle,deg,Compensation angle I/U converter,False,True,False,True,False,,no_canonical_slot
Wind Farm C,sensor_16_min,angle,deg,Compensation angle I/U converter,False,True,False,True,False,,no_canonical_slot
Wind Farm C,sensor_16_std,angle,deg,Compensation angle I/U converter,False,True,False,True,False,,no_canonical_slot
Wind Farm C,power_17_avg,power,kW,Active power converter,False,True,False,False,True,power_kw,n/a
Wind Farm C,power_17_max,power,kW,Active power converter,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_17_min,power,kW,Active power converter,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,power_17_std,power,kW,Active power converter,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm C,sensor_18_avg,temperature,Celsius,Generator cooling air temperature A,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_18_max,temperature,Celsius,Generator cooling air temperature A,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_18_min,temperature,Celsius,Generator cooling air temperature A,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_18_std,temperature,Celsius,Generator cooling air temperature A,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_19_avg,temperature,Celsius,Generator cooling air temperature B,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_19_max,temperature,Celsius,Generator cooling air temperature B,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_19_min,temperature,Celsius,Generator cooling air temperature B,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_19_std,temperature,Celsius,Generator cooling air temperature B,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_20_avg,temperature,Celsius,Generator cooling air temperature C,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_20_max,temperature,Celsius,Generator cooling air temperature C,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_20_min,temperature,Celsius,Generator cooling air temperature C,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_20_std,temperature,Celsius,Generator cooling air temperature C,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_21_avg,temperature,Celsius,Generator cooling air temperature D,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_21_max,temperature,Celsius,Generator cooling air temperature D,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_21_min,temperature,Celsius,Generator cooling air temperature D,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_21_std,temperature,Celsius,Generator cooling air temperature D,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_22_avg,electrical,A,Current hydraulic tank heating,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_22_max,electrical,A,Current hydraulic tank heating,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_22_min,electrical,A,Current hydraulic tank heating,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_22_std,electrical,A,Current hydraulic tank heating,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_23_avg,electrical,A,Current water cooler pump 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_23_max,electrical,A,Current water cooler pump 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_23_min,electrical,A,Current water cooler pump 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_23_std,electrical,A,Current water cooler pump 1,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_24_avg,electrical,A,Current water cooler pump 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_24_max,electrical,A,Current water cooler pump 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_24_min,electrical,A,Current water cooler pump 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_24_std,electrical,A,Current water cooler pump 2,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_25_avg,electrical,A,Current drain 24V nacelle,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_25_max,electrical,A,Current drain 24V nacelle,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_25_min,electrical,A,Current drain 24V nacelle,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_25_std,electrical,A,Current drain 24V nacelle,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_26_avg,electrical,A,Current drain pitch L1,False,True,False,False,False,,lost_to_higher_scoring_column_for_pitch_angle_deg
Wind Farm C,sensor_26_max,electrical,A,Current drain pitch L1,False,True,False,False,False,,lost_to_higher_scoring_column_for_pitch_angle_deg
Wind Farm C,sensor_26_min,electrical,A,Current drain pitch L1,False,True,False,False,False,,lost_to_higher_scoring_column_for_pitch_angle_deg
Wind Farm C,sensor_26_std,electrical,A,Current drain pitch L1,False,True,False,False,False,,lost_to_higher_scoring_column_for_pitch_angle_deg
Wind Farm C,sensor_27_avg,electrical,A,Current yaw motor A,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_27_max,electrical,A,Current yaw motor A,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_27_min,electrical,A,Current yaw motor A,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_27_std,electrical,A,Current yaw motor A,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_28_avg,electrical,A,Current yaw motor B,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_28_max,electrical,A,Current yaw motor B,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_28_min,electrical,A,Current yaw motor B,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_28_std,electrical,A,Current yaw motor B,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_29_avg,electrical,A,Current yaw motor C,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_29_max,electrical,A,Current yaw motor C,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_29_min,electrical,A,Current yaw motor C,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_29_std,electrical,A,Current yaw motor C,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_30_avg,electrical,A,Current yaw motor D,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_30_max,electrical,A,Current yaw motor D,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_30_min,electrical,A,Current yaw motor D,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_30_std,electrical,A,Current yaw motor D,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_31_avg,electrical,A,Current yaw motor E,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_31_max,electrical,A,Current yaw motor E,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_31_min,electrical,A,Current yaw motor E,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_31_std,electrical,A,Current yaw motor E,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_32_avg,electrical,A,Current yaw motor F,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_32_max,electrical,A,Current yaw motor F,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_32_min,electrical,A,Current yaw motor F,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_32_std,electrical,A,Current yaw motor F,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_33_avg,electrical,A,Current yaw motor G,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_33_max,electrical,A,Current yaw motor G,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_33_min,electrical,A,Current yaw motor G,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_33_std,electrical,A,Current yaw motor G,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_34_avg,electrical,A,Current yaw motor H,False,True,False,False,False,,no_canonical_slot
Wind Farm C,sensor_34_max,electrical,A,Current yaw motor H,False,True,False,False,False,,no_canonical_slot
