farm,dataset_file,event_id,turbine_id,label,description,detector,feature_policy,n_rows,n_train,n_pred,n_event_rows,alarms_count,coverage_fbeta,accuracy,earliness_ws,max_criticality,event_detected,first_alarm_idx,first_alarm_in_window,lead_time_days,note
Wind Farm B,23.csv,23,turb_23,normal_behavior,,RAI_COMPAT_IF,care_common,54542,52559,1983,0,85,,0.9742,,15,False,149,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,87.csv,87,turb_87,normal_behavior,,RAI_COMPAT_IF,care_common,55356,52331,3025,0,104,,0.9809,,20,False,61,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,74.csv,74,turb_74,normal_behavior,,RAI_COMPAT_IF,care_common,55602,52529,3073,0,179,,0.9569,,47,False,20,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,86.csv,86,turb_86,normal_behavior,,RAI_COMPAT_IF,care_common,55486,52559,2927,0,122,,0.9772,,48,False,15,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,82.csv,82,turb_82,normal_behavior,,RAI_COMPAT_IF,care_common,54992,52543,2449,0,76,,0.9874,,33,False,483,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,83.csv,83,turb_83,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,66154,52041,14113,0,667,,0.9665,,54,False,41,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,52.csv,52,turb_52,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55268,52531,2737,0,135,,0.9513,,2,False,28,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,21.csv,21,turb_21,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,53514,52217,1297,0,49,,0.9677,,6,False,117,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,2.csv,2,turb_2,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54774,52559,2215,0,38,,0.9866,,4,False,9,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,23.csv,23,turb_23,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54542,52559,1983,0,58,,0.9719,,2,False,33,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,87.csv,87,turb_87,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55356,52331,3025,0,278,,0.9141,,9,False,72,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,74.csv,74,turb_74,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55602,52529,3073,0,278,,0.9122,,4,False,41,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,86.csv,86,turb_86,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55486,52559,2927,0,50,,0.9849,,2,False,19,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,82.csv,82,turb_82,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54992,52543,2449,0,153,,0.9464,,15,False,6,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,83.csv,83,turb_83,normal_behavior,,RAI_CHAMPION,care_common,66154,52041,14113,0,580,,0.9988,,119,True,1064,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,21.csv,21,turb_21,normal_behavior,,RAI_CHAMPION,care_common,53514,52217,1297,0,11,,0.9984,,4,False,109,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,2.csv,2,turb_2,normal_behavior,,RAI_CHAMPION,care_common,54774,52559,2215,0,6,,1.0,,4,False,892,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,23.csv,23,turb_23,normal_behavior,,RAI_CHAMPION,care_common,54542,52559,1983,0,3,,1.0,,3,False,1707,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,87.csv,87,turb_87,normal_behavior,,RAI_CHAMPION,care_common,55356,52331,3025,0,27,,0.9993,,17,False,513,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,74.csv,74,turb_74,normal_behavior,,RAI_CHAMPION,care_common,55602,52529,3073,0,57,,0.9964,,42,False,585,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,86.csv,86,turb_86,normal_behavior,,RAI_CHAMPION,care_common,55486,52559,2927,0,42,,1.0,,24,False,1135,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,82.csv,82,turb_82,normal_behavior,,RAI_CHAMPION,care_common,54992,52543,2449,0,34,,0.9992,,21,False,1247,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,83.csv,83,turb_83,normal_behavior,,RAI_CHAMPION,care_native_semantic,66154,52041,14113,0,580,,0.9988,,119,True,1064,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,21.csv,21,turb_21,normal_behavior,,RAI_CHAMPION,care_native_semantic,53514,52217,1297,0,11,,0.9984,,4,False,109,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,2.csv,2,turb_2,normal_behavior,,RAI_CHAMPION,care_native_semantic,54774,52559,2215,0,6,,1.0,,4,False,892,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,23.csv,23,turb_23,normal_behavior,,RAI_CHAMPION,care_native_semantic,54542,52559,1983,0,3,,1.0,,3,False,1707,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,87.csv,87,turb_87,normal_behavior,,RAI_CHAMPION,care_native_semantic,55356,52331,3025,0,27,,0.9993,,17,False,513,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,74.csv,74,turb_74,normal_behavior,,RAI_CHAMPION,care_native_semantic,55602,52529,3073,0,57,,0.9964,,42,False,585,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,86.csv,86,turb_86,normal_behavior,,RAI_CHAMPION,care_native_semantic,55486,52559,2927,0,42,,1.0,,24,False,1135,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm B,82.csv,82,turb_82,normal_behavior,,RAI_CHAMPION,care_native_semantic,54992,52543,2449,0,34,,0.9992,,21,False,1247,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,8.csv,8,turb_8,normal_behavior,,CARE_PAPER_IF,care_2d,54802,52560,2242,0,157,,0.9296,,1,False,207,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,85.csv,85,turb_85,normal_behavior,,CARE_PAPER_IF,care_2d,52417,50832,1585,0,358,,0.7739,,3,False,35,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,6.csv,6,turb_6,normal_behavior,,CARE_PAPER_IF,care_2d,54865,52560,2305,0,97,,0.9585,,6,False,647,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,62.csv,62,turb_62,normal_behavior,,CARE_PAPER_IF,care_2d,53448,52416,1032,0,53,,0.9483,,0,False,28,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,36.csv,36,turb_36,normal_behavior,,CARE_PAPER_IF,care_2d,55448,52560,2888,0,257,,0.9104,,1,False,19,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,56.csv,56,turb_56,normal_behavior,,CARE_PAPER_IF,care_2d,53416,51120,2296,0,144,,0.9402,,13,False,296,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,94.csv,94,turb_94,normal_behavior,,CARE_PAPER_IF,care_2d,54865,52128,2737,0,181,,0.9266,,3,False,483,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,54.csv,54,turb_54,normal_behavior,,CARE_PAPER_IF,care_2d,55585,52560,3025,0,1046,,0.6629,,40,False,12,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,43.csv,43,turb_43,normal_behavior,,CARE_PAPER_IF,care_2d,55153,52560,2593,0,175,,0.9313,,0,False,203,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,50.csv,50,turb_50,normal_behavior,,CARE_PAPER_IF,care_2d,55153,51696,3457,0,269,,0.9211,,0,False,94,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,64.csv,64,turb_64,normal_behavior,,CARE_PAPER_IF,care_2d,54433,52560,1873,0,236,,0.8732,,1,False,446,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,46.csv,46,turb_46,normal_behavior,,CARE_PAPER_IF,care_2d,55133,52560,2573,0,221,,0.9135,,0,False,39,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,65.csv,65,turb_65,normal_behavior,,CARE_PAPER_IF,care_2d,55918,52560,3358,0,322,,0.9045,,3,False,1,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,61.csv,61,turb_61,normal_behavior,,CARE_PAPER_IF,care_2d,55585,52560,3025,0,603,,0.7955,,3,False,53,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,93.csv,93,turb_93,normal_behavior,,CARE_PAPER_IF,care_2d,55873,52560,3313,0,525,,0.8505,,36,False,39,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,75.csv,75,turb_75,normal_behavior,,CARE_PAPER_IF,care_2d,56161,52560,3601,0,189,,0.9456,,0,False,35,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,41.csv,41,turb_41,normal_behavior,,CARE_PAPER_IF,care_2d,55666,51408,4258,0,569,,0.8668,,4,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,58.csv,58,turb_58,normal_behavior,,CARE_PAPER_IF,care_2d,54433,52560,1873,0,80,,0.9569,,0,False,196,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,48.csv,48,turb_48,normal_behavior,,CARE_PAPER_IF,care_2d,55297,52560,2737,0,159,,0.9411,,0,False,45,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,88.csv,88,turb_88,normal_behavior,,CARE_PAPER_IF,care_2d,55441,52560,2881,0,85,,0.9723,,14,False,302,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,57.csv,57,turb_57,normal_behavior,,CARE_PAPER_IF,care_2d,55009,52560,2449,0,169,,0.9296,,0,False,176,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,32.csv,32,turb_32,normal_behavior,,CARE_PAPER_IF,care_2d,55009,52560,2449,0,26,,0.9893,,0,False,31,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,89.csv,89,turb_89,normal_behavior,,CARE_PAPER_IF,care_2d,54577,51840,2737,0,295,,0.8929,,5,False,108,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,59.csv,59,turb_59,normal_behavior,,CARE_PAPER_IF,care_2d,54865,52128,2737,0,261,,0.9039,,0,False,171,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,63.csv,63,turb_63,normal_behavior,,CARE_PAPER_IF,care_2d,54865,52560,2305,0,256,,0.888,,0,False,28,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,80.csv,80,turb_80,normal_behavior,,CARE_PAPER_IF,care_2d,54913,52560,2353,0,91,,0.9613,,1,False,1497,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,37.csv,37,turb_37,normal_behavior,,CARE_PAPER_IF,care_2d,53713,51264,2449,0,261,,0.8955,,7,False,238,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,29.csv,29,turb_29,normal_behavior,,CARE_PAPER_IF,care_2d,54865,52560,2305,0,230,,0.9001,,1,False,42,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,1.csv,1,turb_1,normal_behavior,,CARE_PAPER_IF,care_2d,53569,51408,2161,0,30,,0.9868,,1,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,20.csv,20,turb_20,normal_behavior,,CARE_PAPER_IF,care_2d,54001,51408,2593,0,13,,0.9948,,0,False,156,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,60.csv,60,turb_60,normal_behavior,,CARE_PAPER_IF,care_2d,54433,51984,2449,0,1071,,0.5745,,53,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,8.csv,8,turb_8,normal_behavior,,CARE_PAPER_IF,care_common,54802,52560,2242,0,78,,0.9666,,2,False,33,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,85.csv,85,turb_85,normal_behavior,,CARE_PAPER_IF,care_common,52417,50832,1585,0,275,,0.827,,3,False,36,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,6.csv,6,turb_6,normal_behavior,,CARE_PAPER_IF,care_common,54865,52560,2305,0,74,,0.9707,,4,False,644,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,62.csv,62,turb_62,normal_behavior,,CARE_PAPER_IF,care_common,53448,52416,1032,0,10,,0.9903,,0,False,41,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,36.csv,36,turb_36,normal_behavior,,CARE_PAPER_IF,care_common,55448,52560,2888,0,156,,0.9508,,6,False,19,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,56.csv,56,turb_56,normal_behavior,,CARE_PAPER_IF,care_common,53416,51120,2296,0,90,,0.9888,,42,False,495,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,94.csv,94,turb_94,normal_behavior,,CARE_PAPER_IF,care_common,54865,52128,2737,0,166,,0.9934,,78,True,45,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,54.csv,54,turb_54,normal_behavior,,CARE_PAPER_IF,care_common,55585,52560,3025,0,953,,0.6947,,42,False,18,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,43.csv,43,turb_43,normal_behavior,,CARE_PAPER_IF,care_common,55153,52560,2593,0,70,,0.9729,,1,False,189,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,50.csv,50,turb_50,normal_behavior,,CARE_PAPER_IF,care_common,55153,51696,3457,0,220,,0.9416,,12,False,114,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,64.csv,64,turb_64,normal_behavior,,CARE_PAPER_IF,care_common,54433,52560,1873,0,73,,0.9659,,8,False,613,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,46.csv,46,turb_46,normal_behavior,,CARE_PAPER_IF,care_common,55133,52560,2573,0,125,,0.9542,,2,False,304,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,65.csv,65,turb_65,normal_behavior,,CARE_PAPER_IF,care_common,55918,52560,3358,0,178,,0.9506,,6,False,26,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,61.csv,61,turb_61,normal_behavior,,CARE_PAPER_IF,care_common,55585,52560,3025,0,277,,0.9102,,8,False,37,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,93.csv,93,turb_93,normal_behavior,,CARE_PAPER_IF,care_common,55873,52560,3313,0,302,,0.9203,,38,False,202,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,75.csv,75,turb_75,normal_behavior,,CARE_PAPER_IF,care_common,56161,52560,3601,0,187,,0.977,,92,True,35,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,41.csv,41,turb_41,normal_behavior,,CARE_PAPER_IF,care_common,55666,51408,4258,0,351,,0.9227,,8,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,58.csv,58,turb_58,normal_behavior,,CARE_PAPER_IF,care_common,54433,52560,1873,0,11,,0.9946,,1,False,907,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,48.csv,48,turb_48,normal_behavior,,CARE_PAPER_IF,care_common,55297,52560,2737,0,34,,0.9904,,8,False,590,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,88.csv,88,turb_88,normal_behavior,,CARE_PAPER_IF,care_common,55441,52560,2881,0,265,,0.9984,,188,True,25,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,57.csv,57,turb_57,normal_behavior,,CARE_PAPER_IF,care_common,55009,52560,2449,0,100,,0.9663,,9,False,195,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,32.csv,32,turb_32,normal_behavior,,CARE_PAPER_IF,care_common,55009,52560,2449,0,8,,0.9983,,2,False,219,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,89.csv,89,turb_89,normal_behavior,,CARE_PAPER_IF,care_common,54577,51840,2737,0,275,,0.9032,,9,False,108,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,59.csv,59,turb_59,normal_behavior,,CARE_PAPER_IF,care_common,54865,52128,2737,0,126,,0.9536,,0,False,182,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,63.csv,63,turb_63,normal_behavior,,CARE_PAPER_IF,care_common,54865,52560,2305,0,135,,0.9409,,0,False,29,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,80.csv,80,turb_80,normal_behavior,,CARE_PAPER_IF,care_common,54913,52560,2353,0,35,,0.9871,,3,False,64,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,37.csv,37,turb_37,normal_behavior,,CARE_PAPER_IF,care_common,53713,51264,2449,0,161,,0.9372,,8,False,274,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,29.csv,29,turb_29,normal_behavior,,CARE_PAPER_IF,care_common,54865,52560,2305,0,220,,0.9049,,2,False,544,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,1.csv,1,turb_1,normal_behavior,,CARE_PAPER_IF,care_common,53569,51408,2161,0,14,,0.9958,,2,False,2,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,20.csv,20,turb_20,normal_behavior,,CARE_PAPER_IF,care_common,54001,51408,2593,0,43,,0.9988,,34,False,61,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,60.csv,60,turb_60,normal_behavior,,CARE_PAPER_IF,care_common,54433,51984,2449,0,842,,0.6738,,63,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,8.csv,8,turb_8,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54802,52560,2242,0,47,,0.9896,,22,False,32,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,85.csv,85,turb_85,normal_behavior,,CARE_PAPER_IF,care_native_semantic,52417,50832,1585,0,78,,0.95,,0,False,251,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,6.csv,6,turb_6,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54865,52560,2305,0,132,,0.9547,,17,False,311,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,62.csv,62,turb_62,normal_behavior,,CARE_PAPER_IF,care_native_semantic,53448,52416,1032,0,11,,0.9912,,2,False,836,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,36.csv,36,turb_36,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55448,52560,2888,0,163,,0.9543,,27,False,14,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,56.csv,56,turb_56,normal_behavior,,CARE_PAPER_IF,care_native_semantic,53416,51120,2296,0,953,,0.5738,,17,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,94.csv,94,turb_94,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54865,52128,2737,0,68,,0.983,,8,False,55,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,54.csv,54,turb_54,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55585,52560,3025,0,393,,0.8867,,49,False,242,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,43.csv,43,turb_43,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55153,52560,2593,0,58,,0.9918,,28,False,76,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,50.csv,50,turb_50,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55153,51696,3457,0,259,,0.9343,,24,False,244,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,64.csv,64,turb_64,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54433,52560,1873,0,316,,0.8386,,15,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,46.csv,46,turb_46,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55133,52560,2573,0,277,,0.899,,19,False,16,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,65.csv,65,turb_65,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55918,52560,3358,0,321,,0.9099,,12,False,218,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,61.csv,61,turb_61,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55585,52560,3025,0,194,,0.9414,,11,False,37,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,93.csv,93,turb_93,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55873,52560,3313,0,175,,0.9592,,24,False,117,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,75.csv,75,turb_75,normal_behavior,,CARE_PAPER_IF,care_native_semantic,56161,52560,3601,0,526,,0.8838,,119,True,35,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,41.csv,41,turb_41,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55666,51408,4258,0,895,,0.7952,,21,False,1,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,58.csv,58,turb_58,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54433,52560,1873,0,176,,0.9128,,14,False,56,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,48.csv,48,turb_48,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55297,52560,2737,0,272,,0.9089,,18,False,10,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,88.csv,88,turb_88,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55441,52560,2881,0,208,,0.9953,,168,True,59,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,57.csv,57,turb_57,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55009,52560,2449,0,501,,0.8106,,45,False,9,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,32.csv,32,turb_32,normal_behavior,,CARE_PAPER_IF,care_native_semantic,55009,52560,2449,0,28,,0.9979,,22,False,31,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,89.csv,89,turb_89,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54577,51840,2737,0,137,,0.9561,,7,False,50,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,59.csv,59,turb_59,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54865,52128,2737,0,418,,0.8509,,7,False,208,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,63.csv,63,turb_63,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54865,52560,2305,0,409,,0.8263,,7,False,149,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,80.csv,80,turb_80,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54913,52560,2353,0,211,,0.9171,,13,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,37.csv,37,turb_37,normal_behavior,,CARE_PAPER_IF,care_native_semantic,53713,51264,2449,0,523,,0.7918,,11,False,357,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,29.csv,29,turb_29,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54865,52560,2305,0,418,,0.8212,,5,False,96,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,1.csv,1,turb_1,normal_behavior,,CARE_PAPER_IF,care_native_semantic,53569,51408,2161,0,500,,0.7808,,32,False,4,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,20.csv,20,turb_20,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54001,51408,2593,0,164,,0.9402,,3,False,1,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,60.csv,60,turb_60,normal_behavior,,CARE_PAPER_IF,care_native_semantic,54433,51984,2449,0,192,,0.9289,,7,False,213,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,8.csv,8,turb_8,normal_behavior,,RAI_COMPAT_IF,care_2d,54802,52560,2242,0,136,,0.9395,,1,False,33,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,85.csv,85,turb_85,normal_behavior,,RAI_COMPAT_IF,care_2d,52417,50832,1585,0,397,,0.7482,,3,False,28,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,6.csv,6,turb_6,normal_behavior,,RAI_COMPAT_IF,care_2d,54865,52560,2305,0,124,,0.9429,,2,False,87,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,62.csv,62,turb_62,normal_behavior,,RAI_COMPAT_IF,care_2d,53448,52416,1032,0,51,,0.9503,,0,False,41,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
