farm,sensor_name,statistic_type,description,unit,is_angle,is_counter,raw_column_matches,resolved_semantic_category,rai_currently_uses,exclusion_reason
Wind Farm C,sensor_0,"maximum,minimum,std_dev,average","ABB-LS Input K1, IL1",A,False,False,"sensor_0_avg, sensor_0_max, sensor_0_min, sensor_0_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_1,"maximum,minimum,std_dev,average",Generator acceleration,rpm/s,False,False,"sensor_1_avg, sensor_1_max, sensor_1_min, sensor_1_std",vibration,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,power_2,"average,maximum,std_dev,minimum",ABB-LS Active Power,kW,False,False,"power_2_avg, power_2_max, power_2_min, power_2_std",active_power,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_3,"average,maximum,minimum,std_dev",Active power aeration motor A,%,False,False,"sensor_3_avg, sensor_3_max, sensor_3_min, sensor_3_std",active_power,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_4,"average,maximum,minimum,std_dev",Active power aeration motor B,%,False,False,"sensor_4_avg, sensor_4_max, sensor_4_min, sensor_4_std",active_power,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,power_5,"average,maximum,minimum,std_dev",Active power grid side converter,kW,False,False,"power_5_avg, power_5_max, power_5_min, power_5_std",active_power,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,power_6,"average,maximum,minimum,std_dev",Active power HV grid,kW,False,False,"power_6_avg, power_6_max, power_6_min, power_6_std",active_power,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_7,"average,maximum,minimum,std_dev",Ambient temperature,Celsius,False,False,"sensor_7_avg, sensor_7_max, sensor_7_min, sensor_7_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_8,"average,maximum,minimum,std_dev",Generator angle speed,rad/s,False,False,"sensor_8_avg, sensor_8_max, sensor_8_min, sensor_8_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_9,"average,maximum,minimum,std_dev",Battery charge 1,A,False,False,"sensor_9_avg, sensor_9_max, sensor_9_min, sensor_9_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_10,"average,maximum,minimum,std_dev",Battery charge 2,A,False,False,"sensor_10_avg, sensor_10_max, sensor_10_min, sensor_10_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_11,"average,maximum,minimum,std_dev",Battery charge 3,A,False,False,"sensor_11_avg, sensor_11_max, sensor_11_min, sensor_11_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_12,"average,maximum,minimum,std_dev",Battery discharge current axis 1,A,False,False,"sensor_12_avg, sensor_12_max, sensor_12_min, sensor_12_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_13,"average,maximum,minimum,std_dev",Battery discharge current axis 2,A,False,False,"sensor_13_avg, sensor_13_max, sensor_13_min, sensor_13_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_14,"average,minimum,std_dev,maximum",Battery discharge current axis 3,A,False,False,"sensor_14_avg, sensor_14_max, sensor_14_min, sensor_14_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_15,"average,maximum,minimum,std_dev",Board temperature,Celsius,False,False,"sensor_15_avg, sensor_15_max, sensor_15_min, sensor_15_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_16,"average,maximum,minimum,std_dev",Compensation angle I/U converter,deg,True,False,"sensor_16_avg, sensor_16_max, sensor_16_min, sensor_16_std",angles,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,power_17,"average,minimum,std_dev,maximum",Active power converter,kW,False,False,"power_17_avg, power_17_max, power_17_min, power_17_std",active_power,True,
Wind Farm C,sensor_18,"average,maximum,minimum,std_dev",Generator cooling air temperature A,Celsius,False,False,"sensor_18_avg, sensor_18_max, sensor_18_min, sensor_18_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_19,"average,maximum,minimum,std_dev",Generator cooling air temperature B,Celsius,False,False,"sensor_19_avg, sensor_19_max, sensor_19_min, sensor_19_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_20,"average,maximum,minimum,std_dev",Generator cooling air temperature C,Celsius,False,False,"sensor_20_avg, sensor_20_max, sensor_20_min, sensor_20_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_21,"average,maximum,std_dev,minimum",Generator cooling air temperature D,Celsius,False,False,"sensor_21_avg, sensor_21_max, sensor_21_min, sensor_21_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_22,"average,maximum,minimum,std_dev",Current hydraulic tank heating,A,False,False,"sensor_22_avg, sensor_22_max, sensor_22_min, sensor_22_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_23,"average,maximum,minimum,std_dev",Current water cooler pump 1,A,False,False,"sensor_23_avg, sensor_23_max, sensor_23_min, sensor_23_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_24,"average,maximum,minimum,std_dev",Current water cooler pump 2,A,False,False,"sensor_24_avg, sensor_24_max, sensor_24_min, sensor_24_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_25,"average,maximum,minimum,std_dev",Current drain 24V nacelle,A,False,False,"sensor_25_avg, sensor_25_max, sensor_25_min, sensor_25_std",nacelle,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_26,"std_dev,minimum,average,maximum",Current drain pitch L1,A,False,False,"sensor_26_avg, sensor_26_max, sensor_26_min, sensor_26_std",pitch,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_27,"average,std_dev,maximum,minimum",Current yaw motor A,A,False,False,"sensor_27_avg, sensor_27_max, sensor_27_min, sensor_27_std",yaw,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_28,"average,maximum,minimum,std_dev",Current yaw motor B,A,False,False,"sensor_28_avg, sensor_28_max, sensor_28_min, sensor_28_std",yaw,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_29,"average,maximum,minimum,std_dev",Current yaw motor C,A,False,False,"sensor_29_avg, sensor_29_max, sensor_29_min, sensor_29_std",yaw,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_30,"average,maximum,std_dev,minimum",Current yaw motor D,A,False,False,"sensor_30_avg, sensor_30_max, sensor_30_min, sensor_30_std",yaw,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_31,"average,maximum,minimum,std_dev",Current yaw motor E,A,False,False,"sensor_31_avg, sensor_31_max, sensor_31_min, sensor_31_std",yaw,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_32,"average,maximum,minimum,std_dev",Current yaw motor F,A,False,False,"sensor_32_avg, sensor_32_max, sensor_32_min, sensor_32_std",yaw,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_33,"average,maximum,minimum,std_dev",Current yaw motor G,A,False,False,"sensor_33_avg, sensor_33_max, sensor_33_min, sensor_33_std",yaw,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_34,"average,minimum,std_dev,maximum",Current yaw motor H,A,False,False,"sensor_34_avg, sensor_34_max, sensor_34_min, sensor_34_std",yaw,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_35,"maximum,std_dev,average,minimum",DC link voltage converter,V,False,False,"sensor_35_avg, sensor_35_max, sensor_35_min, sensor_35_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_36,"average,minimum,std_dev,maximum",Direct current link volt axis 1,V,False,False,"sensor_36_avg, sensor_36_max, sensor_36_min, sensor_36_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_37,"average,minimum,std_dev,maximum",Direct current link volt axis 2,V,False,False,"sensor_37_avg, sensor_37_max, sensor_37_min, sensor_37_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_38,"average,maximum,minimum,std_dev",Direct current link volt axis 3,V,False,False,"sensor_38_avg, sensor_38_max, sensor_38_min, sensor_38_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_39,"average,maximum,minimum,std_dev",Electrical cabinet ambient temperature,Celsius,False,False,"sensor_39_avg, sensor_39_max, sensor_39_min, sensor_39_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_40,"average,maximum,minimum,std_dev",Nacelle external air pressure,bar,False,False,"sensor_40_avg, sensor_40_max, sensor_40_min, sensor_40_std",nacelle,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_41,"average,maximum,minimum,std_dev",Nacelle outside temperature,Celsius,False,False,"sensor_41_avg, sensor_41_max, sensor_41_min, sensor_41_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_42,"average,maximum,minimum,std_dev",Rotor bearing flow rate,L/min,False,False,"sensor_42_avg, sensor_42_max, sensor_42_min, sensor_42_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_43,"average,maximum,minimum,std_dev",Flow meter stator cooler,l/h,False,False,"sensor_43_avg, sensor_43_max, sensor_43_min, sensor_43_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_44,"average,maximum,minimum,std_dev",Fluid level oil container A1,%,False,False,"sensor_44_avg, sensor_44_max, sensor_44_min, sensor_44_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_45,"maximum,minimum,std_dev,average",Fluid level oil container A2,%,False,False,"sensor_45_avg, sensor_45_max, sensor_45_min, sensor_45_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_46,"average,maximum,minimum,std_dev",Water temperature flow TT1,Celsius,False,False,"sensor_46_avg, sensor_46_max, sensor_46_min, sensor_46_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_47,"average,maximum,minimum,std_dev",Mains frequency OS-side,Hz,False,False,"sensor_47_avg, sensor_47_max, sensor_47_min, sensor_47_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_48,"average,maximum,minimum,std_dev",Hydraulic pressure Aggregate System pressure,bar,False,False,"sensor_48_avg, sensor_48_max, sensor_48_min, sensor_48_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_49,"average,minimum,maximum,std_dev",Hydraulic pressure azimuth circuit A,bar,False,False,"sensor_49_avg, sensor_49_max, sensor_49_min, sensor_49_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_50,"average,minimum,std_dev,maximum",Hydraulic pressure azimuth circuit B,bar,False,False,"sensor_50_avg, sensor_50_max, sensor_50_min, sensor_50_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_51,"average,maximum,minimum,std_dev",Hydraulic pressure azimuth memory A,bar,False,False,"sensor_51_avg, sensor_51_max, sensor_51_min, sensor_51_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_52,"maximum,minimum,std_dev,average",Hydraulic pressure azimuth memory B,bar,False,False,"sensor_52_avg, sensor_52_max, sensor_52_min, sensor_52_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_53,"average,minimum,std_dev,maximum",Hydraulic pressure locking memory ,bar,False,False,"sensor_53_avg, sensor_53_max, sensor_53_min, sensor_53_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_54,"average,maximum,minimum,std_dev",Hydraulic pressure rotor brake B,bar,False,False,"sensor_54_avg, sensor_54_max, sensor_54_min, sensor_54_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_55,"average,maximum,minimum,std_dev",Hydraulic pressure rotor brake A,bar,False,False,"sensor_55_avg, sensor_55_max, sensor_55_min, sensor_55_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_56,"average,maximum,minimum,std_dev","ABB-LS Input K1, IL2",A,False,False,"sensor_56_avg, sensor_56_max, sensor_56_min, sensor_56_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_57,"average,maximum,minimum,std_dev","ABB-LS Input K1, IL3",A,False,False,"sensor_57_avg, sensor_57_max, sensor_57_min, sensor_57_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_58,"average,maximum,minimum,std_dev","ABB-LS Input K4, UL1",V,False,False,"sensor_58_avg, sensor_58_max, sensor_58_min, sensor_58_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_59,"average,maximum,minimum,std_dev","ABB-LS Input K4, UL2",V,False,False,"sensor_59_avg, sensor_59_max, sensor_59_min, sensor_59_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_60,"average,maximum,minimum,std_dev","ABB-LS Input K4, UL3",V,False,False,"sensor_60_avg, sensor_60_max, sensor_60_min, sensor_60_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_61,"average,maximum,std_dev,minimum",Nacelle air pressure,bar,False,False,"sensor_61_avg, sensor_61_max, sensor_61_min, sensor_61_std",nacelle,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_62,"maximum,std_dev,average,minimum",Temperature Axis 1,Celsius,False,False,"sensor_62_avg, sensor_62_max, sensor_62_min, sensor_62_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_63,"average,maximum,std_dev,minimum",Temperature Axis 2,Celsius,False,False,"sensor_63_avg, sensor_63_max, sensor_63_min, sensor_63_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_64,"maximum,std_dev,minimum,average",Temperature Axis 3,Celsius,False,False,"sensor_64_avg, sensor_64_max, sensor_64_min, sensor_64_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_65,"maximum,std_dev,minimum,average",Hub temperature,Celsius,False,False,"sensor_65_avg, sensor_65_max, sensor_65_min, sensor_65_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_66,"average,maximum,std_dev,minimum",Internal consumption current L1,A,False,False,"sensor_66_avg, sensor_66_max, sensor_66_min, sensor_66_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_67,"average,maximum,minimum,std_dev",Internal consumption current L2,A,False,False,"sensor_67_avg, sensor_67_max, sensor_67_min, sensor_67_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_68,"average,maximum,std_dev,minimum",Internal consumption current L3,A,False,False,"sensor_68_avg, sensor_68_max, sensor_68_min, sensor_68_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_69,"average,maximum,minimum,std_dev",Internal consumption power L2,kW,False,False,"sensor_69_avg, sensor_69_max, sensor_69_min, sensor_69_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_70,"average,maximum,std_dev,minimum",Internal consumption power L3,kW,False,False,"sensor_70_avg, sensor_70_max, sensor_70_min, sensor_70_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_71,"average,maximum,std_dev,minimum",Internal consumption voltage L1,V,False,False,"sensor_71_avg, sensor_71_max, sensor_71_min, sensor_71_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_72,"average,maximum,std_dev,minimum",Internal consumption voltage L2,V,False,False,"sensor_72_avg, sensor_72_max, sensor_72_min, sensor_72_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_73,"average,maximum,std_dev,minimum",Internal consumption voltage L3,V,False,False,"sensor_73_avg, sensor_73_max, sensor_73_min, sensor_73_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_74,"average,maximum,std_dev,minimum",Hydraulic oil tank level,L,False,False,"sensor_74_avg, sensor_74_max, sensor_74_min, sensor_74_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_75,"average,maximum,std_dev,minimum",Maximum reactive power HV converter,kvar,False,False,"sensor_75_avg, sensor_75_max, sensor_75_min, sensor_75_std",reactive_power,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_76,"average,maximum,std_dev,minimum",Min pitch angle,deg,True,False,"sensor_76_avg, sensor_76_max, sensor_76_min, sensor_76_std",pitch,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_77,"average,maximum,std_dev,minimum",Motor current generator cooler 1,A,False,False,"sensor_77_avg, sensor_77_max, sensor_77_min, sensor_77_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_78,"average,maximum,minimum,std_dev",Motor current generator cooler 2,A,False,False,"sensor_78_avg, sensor_78_max, sensor_78_min, sensor_78_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_79,"average,maximum,minimum,std_dev",Motor current generator cooler 3,A,False,False,"sensor_79_avg, sensor_79_max, sensor_79_min, sensor_79_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_80,"average,maximum,minimum,std_dev",Motor current generator cooler 4,A,False,False,"sensor_80_avg, sensor_80_max, sensor_80_min, sensor_80_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_81,"average,maximum,minimum,std_dev",Motor current hydraulic pump A,A,False,False,"sensor_81_avg, sensor_81_max, sensor_81_min, sensor_81_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_82,"average,maximum,minimum,std_dev",Motor current hydraulic pump B,A,False,False,"sensor_82_avg, sensor_82_max, sensor_82_min, sensor_82_std",hydraulic,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_83,"average,maximum,minimum,std_dev",Motor current water cooler fan 1,A,False,False,"sensor_83_avg, sensor_83_max, sensor_83_min, sensor_83_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_84,"average,maximum,minimum,std_dev",Motor current water cooler fan 2,A,False,False,"sensor_84_avg, sensor_84_max, sensor_84_min, sensor_84_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_85,"average,maximum,minimum,std_dev",Motor current water cooler fan 3,A,False,False,"sensor_85_avg, sensor_85_max, sensor_85_min, sensor_85_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_86,"average,maximum,minimum,std_dev",Motor current water cooler fan 4,A,False,False,"sensor_86_avg, sensor_86_max, sensor_86_min, sensor_86_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_87,"average,maximum,minimum,std_dev",Motor current gear oil pump A,A,False,False,"sensor_87_avg, sensor_87_max, sensor_87_min, sensor_87_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_88,"average,maximum,minimum,std_dev",Motor current gear oil pump B,A,False,False,"sensor_88_avg, sensor_88_max, sensor_88_min, sensor_88_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_89,"average,maximum,minimum,std_dev",Motor current gear oil pump C,A,False,False,"sensor_89_avg, sensor_89_max, sensor_89_min, sensor_89_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_90,"maximum,minimum,std_dev,average",Nacelle vibration longitudinal 1,m/s^2,False,False,"sensor_90_avg, sensor_90_max, sensor_90_min, sensor_90_std",vibration,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_91,"average,maximum,minimum,std_dev",Nacelle vibration longitudinal 2,m/s^2,False,False,"sensor_91_avg, sensor_91_max, sensor_91_min, sensor_91_std",vibration,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_92,"average,minimum,std_dev,maximum",Nacelle vibration transverse 1,m/s^2,False,False,"sensor_92_avg, sensor_92_max, sensor_92_min, sensor_92_std",vibration,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_93,"average,maximum,minimum,std_dev",Nacelle vibration transverse 2,m/s^2,False,False,"sensor_93_avg, sensor_93_max, sensor_93_min, sensor_93_std",vibration,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_94,"average,maximum,minimum,std_dev",gearbox oil level,L,False,False,"sensor_94_avg, sensor_94_max, sensor_94_min, sensor_94_std",gearbox,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_95,"average,minimum,std_dev,maximum",Pollution indicator filter pump 1,bar,False,False,"sensor_95_avg, sensor_95_max, sensor_95_min, sensor_95_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_96,"std_dev,average,minimum,maximum",Pollution indicator filter pump 2,bar,False,False,"sensor_96_avg, sensor_96_max, sensor_96_min, sensor_96_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_97,"std_dev,average,maximum,minimum",Pollution indicator gearbox filter A,bar,False,False,"sensor_97_avg, sensor_97_max, sensor_97_min, sensor_97_std",gearbox,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_98,"std_dev,average,minimum,maximum",Pollution indicator gearbox filter B,bar,False,False,"sensor_98_avg, sensor_98_max, sensor_98_min, sensor_98_std",gearbox,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_99,"average,std_dev,maximum,minimum",Pollution indicator gearbox filter C,bar,False,False,"sensor_99_avg, sensor_99_max, sensor_99_min, sensor_99_std",gearbox,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_100,"average,minimum,std_dev,maximum",Position motor axis 1,deg,True,False,"sensor_100_avg, sensor_100_max, sensor_100_min, sensor_100_std",angles,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_101,"average,minimum,maximum,std_dev",Position motor axis 2,deg,True,False,"sensor_101_avg, sensor_101_max, sensor_101_min, sensor_101_std",angles,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_102,"average,std_dev,minimum,maximum",Position motor axis 3,deg,True,False,"sensor_102_avg, sensor_102_max, sensor_102_min, sensor_102_std",angles,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
