farm,dataset_file,event_id,turbine_id,label,description,detector,feature_policy,n_rows,n_train,n_pred,n_event_rows,alarms_count,coverage_fbeta,accuracy,earliness_ws,max_criticality,event_detected,first_alarm_idx,first_alarm_in_window,lead_time_days,failure_classification
Wind Farm C,78.csv,78,turb_78,anomaly_event,,ZSCORE_REFERENCE,care_common,53146,52560,586,298,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,79.csv,79,turb_79,anomaly_event,,ZSCORE_REFERENCE,care_common,53281,52560,721,289,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,33.csv,33,turb_33,anomaly_event,,ZSCORE_REFERENCE,care_common,55873,52560,3313,2881,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,11.csv,11,turb_11,anomaly_event,,ZSCORE_REFERENCE,care_common,56437,52416,4021,3157,2,0.0024,,0.0006,1,False,745,True,-5.17,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,44.csv,44,turb_44,anomaly_event,,ZSCORE_REFERENCE,care_common,63003,52560,10443,9435,6,0.0023,,0.0004,2,False,3518,True,-23.43,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,ZSCORE_REFERENCE,care_common,53014,51408,1606,598,46,0.2182,,0.0759,0,False,156,False,1.92,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,31.csv,31,turb_31,anomaly_event,,ZSCORE_REFERENCE,care_common,54589,52560,2029,1021,54,0.108,,0.047,22,False,140,False,1.03,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,ZSCORE_REFERENCE,care_common,61489,52560,8929,8353,459,0.191,,0.05,39,False,0,False,1.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,ZSCORE_REFERENCE,care_common,56029,52560,3469,3037,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,91.csv,91,turb_91,anomaly_event,,ZSCORE_REFERENCE,care_common,56608,52560,4048,2896,117,0.0276,,0.0082,4,False,1624,True,-10.28,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,5.csv,5,turb_5,anomaly_event,,ZSCORE_REFERENCE,care_common,52795,52128,667,523,132,0.1496,,0.1622,50,False,0,False,1.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,90.csv,90,turb_90,anomaly_event,,ZSCORE_REFERENCE,care_common,54880,52560,2320,1744,5,0.0,,0.0,5,False,2114,False,-12.68,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,70.csv,70,turb_70,anomaly_event,,ZSCORE_REFERENCE,care_common,56038,52560,3478,2902,3,0.0057,,0.0014,0,False,939,True,-6.52,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,ZSCORE_REFERENCE,care_common,52615,51408,1207,919,5,0.0276,,0.0073,0,False,308,True,-0.14,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,ZSCORE_REFERENCE,care_common,52086,51264,822,246,98,0.3005,,0.1319,37,False,2,False,1.99,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,ZSCORE_REFERENCE,care_native,53993,52416,1577,713,1577,0.5112,,1.0,58,False,0,True,0.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,ZSCORE_REFERENCE,care_native,54433,51696,2737,2449,2535,0.8989,,0.9243,28,False,0,False,2.0,not detected under the official CARE event criterion (max criticality < 72)
