farm,column_name,base_sensor,statistics_type,is_numeric,is_included_native,is_included_common,common_signal_name,exclusion_reason,unit,description,is_angle,is_counter
Wind Farm B,sensor_45_std,sensor_45,std,True,True,False,,,�C,Transformer L3 (mid-voltage) temperature ,False,False
Wind Farm B,sensor_46_avg,sensor_46,avg,True,True,False,,,�C,Transformer L3 (undervoltage) temperature ,False,False
Wind Farm B,sensor_46_max,sensor_46,max,True,True,False,,,�C,Transformer L3 (undervoltage) temperature ,False,False
Wind Farm B,sensor_46_min,sensor_46,min,True,True,False,,,�C,Transformer L3 (undervoltage) temperature ,False,False
Wind Farm B,sensor_46_std,sensor_46,std,True,True,False,,,�C,Transformer L3 (undervoltage) temperature ,False,False
Wind Farm B,sensor_47_avg,sensor_47,avg,True,True,False,,,�C,Transformer cell temperature,False,False
Wind Farm B,sensor_47_max,sensor_47,max,True,True,False,,,�C,Transformer cell temperature,False,False
Wind Farm B,sensor_47_min,sensor_47,min,True,True,False,,,�C,Transformer cell temperature,False,False
Wind Farm B,sensor_47_std,sensor_47,std,True,True,False,,,�C,Transformer cell temperature,False,False
Wind Farm B,sensor_48_avg,sensor_48,avg,True,True,False,,,�C,Motor temperature axis 1,False,False
Wind Farm B,sensor_48_max,sensor_48,max,True,True,False,,,�C,Motor temperature axis 1,False,False
Wind Farm B,sensor_48_min,sensor_48,min,True,True,False,,,�C,Motor temperature axis 1,False,False
Wind Farm B,sensor_48_std,sensor_48,std,True,True,False,,,�C,Motor temperature axis 1,False,False
Wind Farm B,sensor_49_avg,sensor_49,avg,True,True,False,,,�C,Motor temperature axis 2,False,False
Wind Farm B,sensor_49_max,sensor_49,max,True,True,False,,,�C,Motor temperature axis 2,False,False
Wind Farm B,sensor_49_min,sensor_49,min,True,True,False,,,�C,Motor temperature axis 2,False,False
Wind Farm B,sensor_49_std,sensor_49,std,True,True,False,,,�C,Motor temperature axis 2,False,False
Wind Farm B,sensor_50_avg,sensor_50,avg,True,True,False,,,�C,Motor temperature axis 3,False,False
Wind Farm B,sensor_50_max,sensor_50,max,True,True,False,,,�C,Motor temperature axis 3,False,False
Wind Farm B,sensor_50_min,sensor_50,min,True,True,False,,,�C,Motor temperature axis 3,False,False
Wind Farm B,sensor_50_std,sensor_50,std,True,True,False,,,�C,Motor temperature axis 3,False,False
Wind Farm B,sensor_51_avg,sensor_51,avg,True,True,False,,,�C,Rotor bearing temperature 1,False,False
Wind Farm B,sensor_51_max,sensor_51,max,True,True,False,,,�C,Rotor bearing temperature 1,False,False
Wind Farm B,sensor_51_min,sensor_51,min,True,True,False,,,�C,Rotor bearing temperature 1,False,False
Wind Farm B,sensor_51_std,sensor_51,std,True,True,False,,,�C,Rotor bearing temperature 1,False,False
Wind Farm B,sensor_52_avg,sensor_52,avg,True,True,False,,,�C,Rotor bearing temperature 2,False,False
Wind Farm B,sensor_52_max,sensor_52,max,True,True,False,,,�C,Rotor bearing temperature 2,False,False
Wind Farm B,sensor_52_min,sensor_52,min,True,True,False,,,�C,Rotor bearing temperature 2,False,False
Wind Farm B,sensor_52_std,sensor_52,std,True,True,False,,,�C,Rotor bearing temperature 2,False,False
Wind Farm B,sensor_53_avg,sensor_53,avg,True,True,False,,,�C,Slip ring temperature Generator,False,False
Wind Farm B,sensor_53_max,sensor_53,max,True,True,False,,,�C,Slip ring temperature Generator,False,False
Wind Farm B,sensor_53_min,sensor_53,min,True,True,False,,,�C,Slip ring temperature Generator,False,False
Wind Farm B,sensor_53_std,sensor_53,std,True,True,False,,,�C,Slip ring temperature Generator,False,False
Wind Farm B,sensor_54_avg,sensor_54,avg,True,True,False,,,mG,Drive train vibration axis Z,False,False
Wind Farm B,sensor_54_max,sensor_54,max,True,True,False,,,mG,Drive train vibration axis Z,False,False
Wind Farm B,sensor_54_min,sensor_54,min,True,True,False,,,mG,Drive train vibration axis Z,False,False
Wind Farm B,sensor_54_std,sensor_54,std,True,True,False,,,mG,Drive train vibration axis Z,False,False
Wind Farm B,sensor_55_avg,sensor_55,avg,True,True,False,,,mG,Tower vibration axis X,False,False
Wind Farm B,sensor_55_max,sensor_55,max,True,True,False,,,mG,Tower vibration axis X,False,False
Wind Farm B,sensor_55_min,sensor_55,min,True,True,False,,,mG,Tower vibration axis X,False,False
Wind Farm B,sensor_55_std,sensor_55,std,True,True,False,,,mG,Tower vibration axis X,False,False
Wind Farm B,sensor_56_avg,sensor_56,avg,True,True,False,,,mG,Tower vibration axis Y,False,False
Wind Farm B,sensor_56_max,sensor_56,max,True,True,False,,,mG,Tower vibration axis Y,False,False
Wind Farm B,sensor_56_min,sensor_56,min,True,True,False,,,mG,Tower vibration axis Y,False,False
Wind Farm B,sensor_56_std,sensor_56,std,True,True,False,,,mG,Tower vibration axis Y,False,False
Wind Farm B,sensor_57_avg,sensor_57,avg,True,True,False,,,Nm,Inverter torque,False,False
Wind Farm B,sensor_57_max,sensor_57,max,True,True,False,,,Nm,Inverter torque,False,False
Wind Farm B,sensor_57_min,sensor_57,min,True,True,False,,,Nm,Inverter torque,False,False
Wind Farm B,sensor_57_std,sensor_57,std,True,True,False,,,Nm,Inverter torque,False,False
Wind Farm B,power_58_avg,power_58,avg,True,True,True,active_power,,kW,Available power,False,False
Wind Farm B,power_58_max,power_58,max,True,True,False,,,kW,Available power,False,False
Wind Farm B,power_58_min,power_58,min,True,True,False,,,kW,Available power,False,False
Wind Farm B,power_58_std,power_58,std,True,True,False,,,kW,Available power,False,False
Wind Farm B,wind_speed_59_avg,wind_speed_59,avg,True,True,True,wind_speed,,m/s,Wind speed 1,False,False
Wind Farm B,wind_speed_59_max,wind_speed_59,max,True,True,False,,,m/s,Wind speed 1,False,False
Wind Farm B,wind_speed_59_min,wind_speed_59,min,True,True,False,,,m/s,Wind speed 1,False,False
Wind Farm B,wind_speed_59_std,wind_speed_59,std,True,True,False,,,m/s,Wind speed 1,False,False
Wind Farm B,wind_speed_60_avg,wind_speed_60,avg,True,True,False,,,m/s,Wind speed 2,False,False
Wind Farm B,wind_speed_60_max,wind_speed_60,max,True,True,False,,,m/s,Wind speed 2,False,False
Wind Farm B,wind_speed_60_min,wind_speed_60,min,True,True,False,,,m/s,Wind speed 2,False,False
Wind Farm B,wind_speed_60_std,wind_speed_60,std,True,True,False,,,m/s,Wind speed 2,False,False
Wind Farm B,wind_speed_61_avg,wind_speed_61,avg,True,True,False,,,m/s,Wind speed,False,False
Wind Farm B,wind_speed_61_max,wind_speed_61,max,True,True,False,,,m/s,Wind speed,False,False
Wind Farm B,wind_speed_61_min,wind_speed_61,min,True,True,False,,,m/s,Wind speed,False,False
Wind Farm B,wind_speed_61_std,wind_speed_61,std,True,True,False,,,m/s,Wind speed,False,False
Wind Farm B,power_62_avg,power_62,avg,True,True,False,,,kW,Active power,False,False
Wind Farm B,power_62_max,power_62,max,True,True,False,,,kW,Active power,False,False
Wind Farm B,power_62_min,power_62,min,True,True,False,,,kW,Active power,False,False
Wind Farm B,power_62_std,power_62,std,True,True,False,,,kW,Active power,False,False
Wind Farm C,time_stamp,time_stamp,,False,False,False,,metadata / identifier / split flag,,,False,False
Wind Farm C,asset_id,asset_id,,False,False,False,,metadata / identifier / split flag,,,False,False
Wind Farm C,id,id,,False,False,False,,metadata / identifier / split flag,,,False,False
Wind Farm C,train_test,train_test,,False,False,False,,metadata / identifier / split flag,,,False,False
Wind Farm C,status_type_id,status_type_id,,False,False,False,,metadata / identifier / split flag,,,False,False
Wind Farm C,sensor_0_avg,sensor_0,avg,True,True,False,,,A,"ABB-LS Input K1, IL1",False,False
Wind Farm C,sensor_0_max,sensor_0,max,True,True,False,,,A,"ABB-LS Input K1, IL1",False,False
Wind Farm C,sensor_0_min,sensor_0,min,True,True,False,,,A,"ABB-LS Input K1, IL1",False,False
Wind Farm C,sensor_0_std,sensor_0,std,True,True,False,,,A,"ABB-LS Input K1, IL1",False,False
Wind Farm C,sensor_1_avg,sensor_1,avg,True,True,False,,,rpm/s,Generator acceleration,False,False
Wind Farm C,sensor_1_max,sensor_1,max,True,True,False,,,rpm/s,Generator acceleration,False,False
Wind Farm C,sensor_1_min,sensor_1,min,True,True,False,,,rpm/s,Generator acceleration,False,False
Wind Farm C,sensor_1_std,sensor_1,std,True,True,False,,,rpm/s,Generator acceleration,False,False
Wind Farm C,power_2_avg,power_2,avg,True,True,False,,,kW,ABB-LS Active Power,False,False
Wind Farm C,power_2_max,power_2,max,True,True,False,,,kW,ABB-LS Active Power,False,False
Wind Farm C,power_2_min,power_2,min,True,True,False,,,kW,ABB-LS Active Power,False,False
Wind Farm C,power_2_std,power_2,std,True,True,False,,,kW,ABB-LS Active Power,False,False
Wind Farm C,sensor_3_avg,sensor_3,avg,True,True,False,,,%,Active power aeration motor A,False,False
Wind Farm C,sensor_3_max,sensor_3,max,True,True,False,,,%,Active power aeration motor A,False,False
Wind Farm C,sensor_3_min,sensor_3,min,True,True,False,,,%,Active power aeration motor A,False,False
Wind Farm C,sensor_3_std,sensor_3,std,True,True,False,,,%,Active power aeration motor A,False,False
Wind Farm C,sensor_4_avg,sensor_4,avg,True,True,False,,,%,Active power aeration motor B,False,False
Wind Farm C,sensor_4_max,sensor_4,max,True,True,False,,,%,Active power aeration motor B,False,False
Wind Farm C,sensor_4_min,sensor_4,min,True,True,False,,,%,Active power aeration motor B,False,False
Wind Farm C,sensor_4_std,sensor_4,std,True,True,False,,,%,Active power aeration motor B,False,False
Wind Farm C,power_5_avg,power_5,avg,True,True,False,,,kW,Active power grid side converter,False,False
Wind Farm C,power_5_max,power_5,max,True,True,False,,,kW,Active power grid side converter,False,False
Wind Farm C,power_5_min,power_5,min,True,True,False,,,kW,Active power grid side converter,False,False
Wind Farm C,power_5_std,power_5,std,True,True,False,,,kW,Active power grid side converter,False,False
Wind Farm C,power_6_avg,power_6,avg,True,True,False,,,kW,Active power HV grid,False,False
Wind Farm C,power_6_max,power_6,max,True,True,False,,,kW,Active power HV grid,False,False
Wind Farm C,power_6_min,power_6,min,True,True,False,,,kW,Active power HV grid,False,False
Wind Farm C,power_6_std,power_6,std,True,True,False,,,kW,Active power HV grid,False,False
Wind Farm C,sensor_7_avg,sensor_7,avg,True,True,False,,,Celsius,Ambient temperature,False,False
Wind Farm C,sensor_7_max,sensor_7,max,True,True,False,,,Celsius,Ambient temperature,False,False
Wind Farm C,sensor_7_min,sensor_7,min,True,True,False,,,Celsius,Ambient temperature,False,False
Wind Farm C,sensor_7_std,sensor_7,std,True,True,False,,,Celsius,Ambient temperature,False,False
Wind Farm C,sensor_8_avg,sensor_8,avg,True,True,False,,,rad/s,Generator angle speed,False,False
Wind Farm C,sensor_8_max,sensor_8,max,True,True,False,,,rad/s,Generator angle speed,False,False
Wind Farm C,sensor_8_min,sensor_8,min,True,True,False,,,rad/s,Generator angle speed,False,False
Wind Farm C,sensor_8_std,sensor_8,std,True,True,False,,,rad/s,Generator angle speed,False,False
Wind Farm C,sensor_9_avg,sensor_9,avg,True,True,False,,,A,Battery charge 1,False,False
Wind Farm C,sensor_9_max,sensor_9,max,True,True,False,,,A,Battery charge 1,False,False
Wind Farm C,sensor_9_min,sensor_9,min,True,True,False,,,A,Battery charge 1,False,False
Wind Farm C,sensor_9_std,sensor_9,std,True,True,False,,,A,Battery charge 1,False,False
Wind Farm C,sensor_10_avg,sensor_10,avg,True,True,False,,,A,Battery charge 2,False,False
Wind Farm C,sensor_10_max,sensor_10,max,True,True,False,,,A,Battery charge 2,False,False
Wind Farm C,sensor_10_min,sensor_10,min,True,True,False,,,A,Battery charge 2,False,False
Wind Farm C,sensor_10_std,sensor_10,std,True,True,False,,,A,Battery charge 2,False,False
Wind Farm C,sensor_11_avg,sensor_11,avg,True,True,False,,,A,Battery charge 3,False,False
Wind Farm C,sensor_11_max,sensor_11,max,True,True,False,,,A,Battery charge 3,False,False
Wind Farm C,sensor_11_min,sensor_11,min,True,True,False,,,A,Battery charge 3,False,False
Wind Farm C,sensor_11_std,sensor_11,std,True,True,False,,,A,Battery charge 3,False,False
Wind Farm C,sensor_12_avg,sensor_12,avg,True,True,False,,,A,Battery discharge current axis 1,False,False
Wind Farm C,sensor_12_max,sensor_12,max,True,True,False,,,A,Battery discharge current axis 1,False,False
Wind Farm C,sensor_12_min,sensor_12,min,True,True,False,,,A,Battery discharge current axis 1,False,False
Wind Farm C,sensor_12_std,sensor_12,std,True,True,False,,,A,Battery discharge current axis 1,False,False
Wind Farm C,sensor_13_avg,sensor_13,avg,True,True,False,,,A,Battery discharge current axis 2,False,False
Wind Farm C,sensor_13_max,sensor_13,max,True,True,False,,,A,Battery discharge current axis 2,False,False
Wind Farm C,sensor_13_min,sensor_13,min,True,True,False,,,A,Battery discharge current axis 2,False,False
Wind Farm C,sensor_13_std,sensor_13,std,True,True,False,,,A,Battery discharge current axis 2,False,False
Wind Farm C,sensor_14_avg,sensor_14,avg,True,True,False,,,A,Battery discharge current axis 3,False,False
Wind Farm C,sensor_14_max,sensor_14,max,True,True,False,,,A,Battery discharge current axis 3,False,False
Wind Farm C,sensor_14_min,sensor_14,min,True,True,False,,,A,Battery discharge current axis 3,False,False
Wind Farm C,sensor_14_std,sensor_14,std,True,True,False,,,A,Battery discharge current axis 3,False,False
Wind Farm C,sensor_15_avg,sensor_15,avg,True,True,False,,,Celsius,Board temperature,False,False
Wind Farm C,sensor_15_max,sensor_15,max,True,True,False,,,Celsius,Board temperature,False,False
Wind Farm C,sensor_15_min,sensor_15,min,True,True,False,,,Celsius,Board temperature,False,False
Wind Farm C,sensor_15_std,sensor_15,std,True,True,False,,,Celsius,Board temperature,False,False
Wind Farm C,sensor_16_avg,sensor_16,avg,True,True,False,,,deg,Compensation angle I/U converter,True,False
Wind Farm C,sensor_16_max,sensor_16,max,True,True,False,,,deg,Compensation angle I/U converter,True,False
Wind Farm C,sensor_16_min,sensor_16,min,True,True,False,,,deg,Compensation angle I/U converter,True,False
Wind Farm C,sensor_16_std,sensor_16,std,True,True,False,,,deg,Compensation angle I/U converter,True,False
Wind Farm C,power_17_avg,power_17,avg,True,True,True,active_power,,kW,Active power converter,False,False
Wind Farm C,power_17_max,power_17,max,True,True,False,,,kW,Active power converter,False,False
Wind Farm C,power_17_min,power_17,min,True,True,False,,,kW,Active power converter,False,False
Wind Farm C,power_17_std,power_17,std,True,True,False,,,kW,Active power converter,False,False
Wind Farm C,sensor_18_avg,sensor_18,avg,True,True,False,,,Celsius,Generator cooling air temperature A,False,False
Wind Farm C,sensor_18_max,sensor_18,max,True,True,False,,,Celsius,Generator cooling air temperature A,False,False
Wind Farm C,sensor_18_min,sensor_18,min,True,True,False,,,Celsius,Generator cooling air temperature A,False,False
Wind Farm C,sensor_18_std,sensor_18,std,True,True,False,,,Celsius,Generator cooling air temperature A,False,False
Wind Farm C,sensor_19_avg,sensor_19,avg,True,True,False,,,Celsius,Generator cooling air temperature B,False,False
Wind Farm C,sensor_19_max,sensor_19,max,True,True,False,,,Celsius,Generator cooling air temperature B,False,False
Wind Farm C,sensor_19_min,sensor_19,min,True,True,False,,,Celsius,Generator cooling air temperature B,False,False
Wind Farm C,sensor_19_std,sensor_19,std,True,True,False,,,Celsius,Generator cooling air temperature B,False,False
Wind Farm C,sensor_20_avg,sensor_20,avg,True,True,False,,,Celsius,Generator cooling air temperature C,False,False
Wind Farm C,sensor_20_max,sensor_20,max,True,True,False,,,Celsius,Generator cooling air temperature C,False,False
Wind Farm C,sensor_20_min,sensor_20,min,True,True,False,,,Celsius,Generator cooling air temperature C,False,False
Wind Farm C,sensor_20_std,sensor_20,std,True,True,False,,,Celsius,Generator cooling air temperature C,False,False
Wind Farm C,sensor_21_avg,sensor_21,avg,True,True,False,,,Celsius,Generator cooling air temperature D,False,False
Wind Farm C,sensor_21_max,sensor_21,max,True,True,False,,,Celsius,Generator cooling air temperature D,False,False
Wind Farm C,sensor_21_min,sensor_21,min,True,True,False,,,Celsius,Generator cooling air temperature D,False,False
Wind Farm C,sensor_21_std,sensor_21,std,True,True,False,,,Celsius,Generator cooling air temperature D,False,False
Wind Farm C,sensor_22_avg,sensor_22,avg,True,True,False,,,A,Current hydraulic tank heating,False,False
Wind Farm C,sensor_22_max,sensor_22,max,True,True,False,,,A,Current hydraulic tank heating,False,False
Wind Farm C,sensor_22_min,sensor_22,min,True,True,False,,,A,Current hydraulic tank heating,False,False
Wind Farm C,sensor_22_std,sensor_22,std,True,True,False,,,A,Current hydraulic tank heating,False,False
Wind Farm C,sensor_23_avg,sensor_23,avg,True,True,False,,,A,Current water cooler pump 1,False,False
Wind Farm C,sensor_23_max,sensor_23,max,True,True,False,,,A,Current water cooler pump 1,False,False
Wind Farm C,sensor_23_min,sensor_23,min,True,True,False,,,A,Current water cooler pump 1,False,False
Wind Farm C,sensor_23_std,sensor_23,std,True,True,False,,,A,Current water cooler pump 1,False,False
Wind Farm C,sensor_24_avg,sensor_24,avg,True,True,False,,,A,Current water cooler pump 2,False,False
Wind Farm C,sensor_24_max,sensor_24,max,True,True,False,,,A,Current water cooler pump 2,False,False
Wind Farm C,sensor_24_min,sensor_24,min,True,True,False,,,A,Current water cooler pump 2,False,False
Wind Farm C,sensor_24_std,sensor_24,std,True,True,False,,,A,Current water cooler pump 2,False,False
Wind Farm C,sensor_25_avg,sensor_25,avg,True,True,False,,,A,Current drain 24V nacelle,False,False
Wind Farm C,sensor_25_max,sensor_25,max,True,True,False,,,A,Current drain 24V nacelle,False,False
Wind Farm C,sensor_25_min,sensor_25,min,True,True,False,,,A,Current drain 24V nacelle,False,False
Wind Farm C,sensor_25_std,sensor_25,std,True,True,False,,,A,Current drain 24V nacelle,False,False
Wind Farm C,sensor_26_avg,sensor_26,avg,True,True,False,,,A,Current drain pitch L1,False,False
Wind Farm C,sensor_26_max,sensor_26,max,True,True,False,,,A,Current drain pitch L1,False,False
Wind Farm C,sensor_26_min,sensor_26,min,True,True,False,,,A,Current drain pitch L1,False,False
Wind Farm C,sensor_26_std,sensor_26,std,True,True,False,,,A,Current drain pitch L1,False,False
Wind Farm C,sensor_27_avg,sensor_27,avg,True,True,False,,,A,Current yaw motor A,False,False
Wind Farm C,sensor_27_max,sensor_27,max,True,True,False,,,A,Current yaw motor A,False,False
Wind Farm C,sensor_27_min,sensor_27,min,True,True,False,,,A,Current yaw motor A,False,False
Wind Farm C,sensor_27_std,sensor_27,std,True,True,False,,,A,Current yaw motor A,False,False
Wind Farm C,sensor_28_avg,sensor_28,avg,True,True,False,,,A,Current yaw motor B,False,False
Wind Farm C,sensor_28_max,sensor_28,max,True,True,False,,,A,Current yaw motor B,False,False
Wind Farm C,sensor_28_min,sensor_28,min,True,True,False,,,A,Current yaw motor B,False,False
Wind Farm C,sensor_28_std,sensor_28,std,True,True,False,,,A,Current yaw motor B,False,False
Wind Farm C,sensor_29_avg,sensor_29,avg,True,True,False,,,A,Current yaw motor C,False,False
Wind Farm C,sensor_29_max,sensor_29,max,True,True,False,,,A,Current yaw motor C,False,False
Wind Farm C,sensor_29_min,sensor_29,min,True,True,False,,,A,Current yaw motor C,False,False
Wind Farm C,sensor_29_std,sensor_29,std,True,True,False,,,A,Current yaw motor C,False,False
Wind Farm C,sensor_30_avg,sensor_30,avg,True,True,False,,,A,Current yaw motor D,False,False
Wind Farm C,sensor_30_max,sensor_30,max,True,True,False,,,A,Current yaw motor D,False,False
Wind Farm C,sensor_30_min,sensor_30,min,True,True,False,,,A,Current yaw motor D,False,False
Wind Farm C,sensor_30_std,sensor_30,std,True,True,False,,,A,Current yaw motor D,False,False
Wind Farm C,sensor_31_avg,sensor_31,avg,True,True,False,,,A,Current yaw motor E,False,False
Wind Farm C,sensor_31_max,sensor_31,max,True,True,False,,,A,Current yaw motor E,False,False
Wind Farm C,sensor_31_min,sensor_31,min,True,True,False,,,A,Current yaw motor E,False,False
Wind Farm C,sensor_31_std,sensor_31,std,True,True,False,,,A,Current yaw motor E,False,False
Wind Farm C,sensor_32_avg,sensor_32,avg,True,True,False,,,A,Current yaw motor F,False,False
Wind Farm C,sensor_32_max,sensor_32,max,True,True,False,,,A,Current yaw motor F,False,False
Wind Farm C,sensor_32_min,sensor_32,min,True,True,False,,,A,Current yaw motor F,False,False
Wind Farm C,sensor_32_std,sensor_32,std,True,True,False,,,A,Current yaw motor F,False,False
Wind Farm C,sensor_33_avg,sensor_33,avg,True,True,False,,,A,Current yaw motor G,False,False
Wind Farm C,sensor_33_max,sensor_33,max,True,True,False,,,A,Current yaw motor G,False,False
Wind Farm C,sensor_33_min,sensor_33,min,True,True,False,,,A,Current yaw motor G,False,False
Wind Farm C,sensor_33_std,sensor_33,std,True,True,False,,,A,Current yaw motor G,False,False
Wind Farm C,sensor_34_avg,sensor_34,avg,True,True,False,,,A,Current yaw motor H,False,False
Wind Farm C,sensor_34_max,sensor_34,max,True,True,False,,,A,Current yaw motor H,False,False
Wind Farm C,sensor_34_min,sensor_34,min,True,True,False,,,A,Current yaw motor H,False,False
Wind Farm C,sensor_34_std,sensor_34,std,True,True,False,,,A,Current yaw motor H,False,False
Wind Farm C,sensor_35_avg,sensor_35,avg,True,True,False,,,V,DC link voltage converter,False,False
Wind Farm C,sensor_35_max,sensor_35,max,True,True,False,,,V,DC link voltage converter,False,False
Wind Farm C,sensor_35_min,sensor_35,min,True,True,False,,,V,DC link voltage converter,False,False
Wind Farm C,sensor_35_std,sensor_35,std,True,True,False,,,V,DC link voltage converter,False,False
Wind Farm C,sensor_36_avg,sensor_36,avg,True,True,False,,,V,Direct current link volt axis 1,False,False
Wind Farm C,sensor_36_max,sensor_36,max,True,True,False,,,V,Direct current link volt axis 1,False,False
Wind Farm C,sensor_36_min,sensor_36,min,True,True,False,,,V,Direct current link volt axis 1,False,False
Wind Farm C,sensor_36_std,sensor_36,std,True,True,False,,,V,Direct current link volt axis 1,False,False
Wind Farm C,sensor_37_avg,sensor_37,avg,True,True,False,,,V,Direct current link volt axis 2,False,False
Wind Farm C,sensor_37_max,sensor_37,max,True,True,False,,,V,Direct current link volt axis 2,False,False
Wind Farm C,sensor_37_min,sensor_37,min,True,True,False,,,V,Direct current link volt axis 2,False,False
Wind Farm C,sensor_37_std,sensor_37,std,True,True,False,,,V,Direct current link volt axis 2,False,False
Wind Farm C,sensor_38_avg,sensor_38,avg,True,True,False,,,V,Direct current link volt axis 3,False,False
Wind Farm C,sensor_38_max,sensor_38,max,True,True,False,,,V,Direct current link volt axis 3,False,False
Wind Farm C,sensor_38_min,sensor_38,min,True,True,False,,,V,Direct current link volt axis 3,False,False
Wind Farm C,sensor_38_std,sensor_38,std,True,True,False,,,V,Direct current link volt axis 3,False,False
Wind Farm C,sensor_39_avg,sensor_39,avg,True,True,False,,,Celsius,Electrical cabinet ambient temperature,False,False
Wind Farm C,sensor_39_max,sensor_39,max,True,True,False,,,Celsius,Electrical cabinet ambient temperature,False,False
Wind Farm C,sensor_39_min,sensor_39,min,True,True,False,,,Celsius,Electrical cabinet ambient temperature,False,False
Wind Farm C,sensor_39_std,sensor_39,std,True,True,False,,,Celsius,Electrical cabinet ambient temperature,False,False
Wind Farm C,sensor_40_avg,sensor_40,avg,True,True,False,,,bar,Nacelle external air pressure,False,False
Wind Farm C,sensor_40_max,sensor_40,max,True,True,False,,,bar,Nacelle external air pressure,False,False
Wind Farm C,sensor_40_min,sensor_40,min,True,True,False,,,bar,Nacelle external air pressure,False,False
Wind Farm C,sensor_40_std,sensor_40,std,True,True,False,,,bar,Nacelle external air pressure,False,False
Wind Farm C,sensor_41_avg,sensor_41,avg,True,True,False,,,Celsius,Nacelle outside temperature,False,False
Wind Farm C,sensor_41_max,sensor_41,max,True,True,False,,,Celsius,Nacelle outside temperature,False,False
Wind Farm C,sensor_41_min,sensor_41,min,True,True,False,,,Celsius,Nacelle outside temperature,False,False
Wind Farm C,sensor_41_std,sensor_41,std,True,True,False,,,Celsius,Nacelle outside temperature,False,False
Wind Farm C,sensor_42_avg,sensor_42,avg,True,True,False,,,L/min,Rotor bearing flow rate,False,False
Wind Farm C,sensor_42_max,sensor_42,max,True,True,False,,,L/min,Rotor bearing flow rate,False,False
Wind Farm C,sensor_42_min,sensor_42,min,True,True,False,,,L/min,Rotor bearing flow rate,False,False
Wind Farm C,sensor_42_std,sensor_42,std,True,True,False,,,L/min,Rotor bearing flow rate,False,False
Wind Farm C,sensor_43_avg,sensor_43,avg,True,True,False,,,l/h,Flow meter stator cooler,False,False
Wind Farm C,sensor_43_max,sensor_43,max,True,True,False,,,l/h,Flow meter stator cooler,False,False
Wind Farm C,sensor_43_min,sensor_43,min,True,True,False,,,l/h,Flow meter stator cooler,False,False
Wind Farm C,sensor_43_std,sensor_43,std,True,True,False,,,l/h,Flow meter stator cooler,False,False
Wind Farm C,sensor_44_avg,sensor_44,avg,True,True,False,,,%,Fluid level oil container A1,False,False
Wind Farm C,sensor_44_max,sensor_44,max,True,True,False,,,%,Fluid level oil container A1,False,False
Wind Farm C,sensor_44_min,sensor_44,min,True,True,False,,,%,Fluid level oil container A1,False,False
Wind Farm C,sensor_44_std,sensor_44,std,True,True,False,,,%,Fluid level oil container A1,False,False
Wind Farm C,sensor_45_avg,sensor_45,avg,True,True,False,,,%,Fluid level oil container A2,False,False
Wind Farm C,sensor_45_max,sensor_45,max,True,True,False,,,%,Fluid level oil container A2,False,False
Wind Farm C,sensor_45_min,sensor_45,min,True,True,False,,,%,Fluid level oil container A2,False,False
Wind Farm C,sensor_45_std,sensor_45,std,True,True,False,,,%,Fluid level oil container A2,False,False
Wind Farm C,sensor_46_avg,sensor_46,avg,True,True,False,,,Celsius,Water temperature flow TT1,False,False
Wind Farm C,sensor_46_max,sensor_46,max,True,True,False,,,Celsius,Water temperature flow TT1,False,False
Wind Farm C,sensor_46_min,sensor_46,min,True,True,False,,,Celsius,Water temperature flow TT1,False,False
Wind Farm C,sensor_46_std,sensor_46,std,True,True,False,,,Celsius,Water temperature flow TT1,False,False
Wind Farm C,sensor_47_avg,sensor_47,avg,True,True,False,,,Hz,Mains frequency OS-side,False,False
Wind Farm C,sensor_47_max,sensor_47,max,True,True,False,,,Hz,Mains frequency OS-side,False,False
Wind Farm C,sensor_47_min,sensor_47,min,True,True,False,,,Hz,Mains frequency OS-side,False,False
Wind Farm C,sensor_47_std,sensor_47,std,True,True,False,,,Hz,Mains frequency OS-side,False,False
Wind Farm C,sensor_48_avg,sensor_48,avg,True,True,False,,,bar,Hydraulic pressure Aggregate System pressure,False,False
Wind Farm C,sensor_48_max,sensor_48,max,True,True,False,,,bar,Hydraulic pressure Aggregate System pressure,False,False
Wind Farm C,sensor_48_min,sensor_48,min,True,True,False,,,bar,Hydraulic pressure Aggregate System pressure,False,False
Wind Farm C,sensor_48_std,sensor_48,std,True,True,False,,,bar,Hydraulic pressure Aggregate System pressure,False,False
Wind Farm C,sensor_49_avg,sensor_49,avg,True,True,False,,,bar,Hydraulic pressure azimuth circuit A,False,False
Wind Farm C,sensor_49_max,sensor_49,max,True,True,False,,,bar,Hydraulic pressure azimuth circuit A,False,False
Wind Farm C,sensor_49_min,sensor_49,min,True,True,False,,,bar,Hydraulic pressure azimuth circuit A,False,False
Wind Farm C,sensor_49_std,sensor_49,std,True,True,False,,,bar,Hydraulic pressure azimuth circuit A,False,False
Wind Farm C,sensor_50_avg,sensor_50,avg,True,True,False,,,bar,Hydraulic pressure azimuth circuit B,False,False
Wind Farm C,sensor_50_max,sensor_50,max,True,True,False,,,bar,Hydraulic pressure azimuth circuit B,False,False
Wind Farm C,sensor_50_min,sensor_50,min,True,True,False,,,bar,Hydraulic pressure azimuth circuit B,False,False
Wind Farm C,sensor_50_std,sensor_50,std,True,True,False,,,bar,Hydraulic pressure azimuth circuit B,False,False
